run_started_at,episode,total_steps,episode_reward,duration_steps,elapsed_seconds,terminal_reward
2026-04-09T15:31:02,73,24152,-0.7300000060349703,306,6.87,-1.0
2026-04-09T15:31:02,74,24606,-1.2499999944120646,454,9.451,-1.0
2026-04-09T15:31:02,75,24989,-3.199999950826168,383,9.84,-1.0
2026-04-09T15:31:02,76,25244,3.5199999436736107,255,7.711,1.0
2026-04-09T15:31:02,77,25569,-2.699999962002039,325,8.757,-1.0
2026-04-09T15:31:02,78,25891,-4.209999928250909,322,8.924,-1.0
2026-04-09T15:31:02,79,26002,2.0599999763071537,111,3.598,1.0
2026-04-09T15:31:02,80,26457,-4.439999923110008,455,12.031,-1.0
2026-04-09T15:31:02,81,26702,-0.42000001296401024,245,6.645,-1.0
2026-04-09T15:31:02,82,27202,0.7099999729543924,500,13.443,-0.5
2026-04-09T15:31:02,83,27595,-4.859999913722277,393,9.929,-1.0
2026-04-09T15:31:02,84,27654,1.5599999874830246,59,1.781,1.0
2026-04-09T15:31:02,85,27655,1.0,1,0.023,1.0
2026-04-09T15:31:02,86,27914,-0.8400000035762787,259,7.54,-1.0
2026-04-09T15:31:02,87,28173,-3.2799999490380287,259,7.417,-1.0
2026-04-09T15:31:02,88,28459,-3.849999936297536,286,7.677,-1.0
2026-04-09T15:31:02,89,28570,2.079999975860119,111,3.136,1.0
2026-04-09T15:31:02,90,28965,-0.7400000058114529,395,11.152,-1.0
2026-04-09T15:31:02,91,29384,-1.9599999785423279,419,11.869,-1.0
2026-04-09T15:31:02,92,29673,0.8999999575316906,289,7.845,-1.0
2026-04-09T15:31:02,93,30042,-4.01999993249774,369,9.395,-1.0
2026-04-09T15:31:02,94,30244,-0.07000002078711987,202,4.762,-1.0
2026-04-09T15:31:02,95,30382,2.3499999698251486,138,4.068,1.0
2026-04-09T15:31:02,96,30662,-0.330000014975667,280,6.89,-1.0
2026-04-09T15:31:02,97,30956,0.06999997608363628,294,7.756,-1.0
2026-04-09T15:31:02,98,31268,1.0499999541789293,312,5.935,-1.0
2026-04-09T15:31:02,99,31590,-1.549999987706542,322,7.822,-1.0
2026-04-09T15:31:02,100,31895,-0.6600000075995922,305,8.089,-1.0
2026-04-09T15:31:02,101,32220,-3.179999951273203,325,9.117,-1.0
2026-04-09T15:31:02,102,32418,-0.3900000136345625,198,5.138,-1.0
2026-04-09T15:31:02,103,32515,1.9399999789893627,97,2.199,1.0
2026-04-09T15:31:02,104,32725,2.3099999707192183,210,5.754,1.0
2026-04-09T15:31:02,105,33026,-3.9999999329447746,301,7.436,-1.0
2026-04-09T15:31:02,106,33113,1.839999981224537,87,2.332,1.0
2026-04-09T15:31:02,107,33203,1.6499999854713678,90,2.218,1.0
2026-04-09T15:31:02,108,33436,-2.2799999713897705,233,6.201,-1.0
2026-04-09T15:31:02,109,33512,1.7099999841302633,76,2.07,1.0
2026-04-09T15:31:02,110,33574,1.5299999881535769,62,1.518,1.0
2026-04-09T15:31:02,111,33740,2.5699999649077654,166,4.227,1.0
2026-04-09T15:31:02,112,33924,2.4699999671429396,184,4.814,1.0
2026-04-09T15:31:02,113,34352,0.9499999564141035,428,9.283,-1.0
2026-04-09T15:31:02,114,34631,-3.779999937862158,279,5.6,-1.0
2026-04-09T15:31:02,115,34726,1.9199999794363976,95,2.074,1.0
2026-04-09T15:31:02,116,34946,-3.1899999510496855,220,4.514,-1.0
2026-04-09T15:31:02,117,35370,-2.749999960884452,424,10.422,-1.0
2026-04-09T15:31:02,118,35394,1.169999996200204,24,0.778,1.0
2026-04-09T15:31:02,119,35729,-2.579999964684248,335,10.072,-1.0
2026-04-09T15:31:02,120,36030,-3.419999945908785,301,9.609,-1.0
2026-04-09T15:31:02,121,36317,-3.419999945908785,287,8.954,-1.0
2026-04-09T15:31:02,122,36436,2.099999975413084,119,3.654,1.0
2026-04-09T15:31:02,123,36592,2.529999965801835,156,5.098,1.0
2026-04-09T15:31:02,124,36893,-2.0399999767541885,301,10.25,-1.0
2026-04-09T15:31:02,125,37133,-2.9499999564141035,240,7.467,-1.0
2026-04-09T15:31:02,126,37264,2.1799999736249447,131,3.514,1.0
2026-04-09T15:31:02,127,37348,1.789999982342124,84,2.643,1.0
2026-04-09T15:31:02,128,37389,1.3799999915063381,41,1.294,1.0
2026-04-09T15:31:02,129,37889,-3.4499999340623617,500,14.38,-0.5
2026-04-09T15:31:02,130,38033,2.409999968484044,144,4.271,1.0
2026-04-09T15:31:02,131,38057,1.2099999953061342,24,0.878,1.0
2026-04-09T15:31:02,132,38428,-1.3999999910593033,371,11.977,-1.0
2026-04-09T15:31:02,133,38743,-4.139999929815531,315,9.396,-1.0
2026-04-09T15:31:02,134,38901,2.5499999653548002,158,4.547,1.0
2026-04-09T15:31:02,135,39050,2.439999967813492,149,4.452,1.0
2026-04-09T15:31:02,136,39392,-4.4099999237805605,342,11.091,-1.0
2026-04-09T15:31:02,137,39640,-2.2299999725073576,248,7.981,-1.0
2026-04-09T15:31:02,138,39912,3.5899999421089888,272,7.574,1.0
2026-04-09T15:31:02,139,40009,1.739999983459711,97,2.791,1.0
2026-04-09T15:31:02,140,40074,1.61999998614192,65,1.668,1.0
2026-04-09T15:31:02,141,40377,-1.979999978095293,303,8.525,-1.0
2026-04-09T15:31:02,142,40654,-3.7599999383091927,277,7.27,-1.0
2026-04-09T15:31:02,143,40776,2.1899999734014273,122,3.163,1.0
2026-04-09T15:31:02,144,41071,-2.9199999570846558,295,8.054,-1.0
2026-04-09T15:31:02,145,41274,2.959999956190586,203,5.684,1.0
2026-04-09T15:31:02,146,41631,-0.6200000084936619,357,11.79,-1.0
2026-04-09T15:31:02,147,41793,2.5699999649077654,162,4.66,1.0
2026-04-09T15:31:02,148,42153,-3.489999944344163,360,9.843,-1.0
2026-04-09T15:31:02,149,42390,-1.4199999906122684,237,6.199,-1.0
2026-04-09T15:31:02,150,42658,-3.6499999407678843,268,7.142,-1.0
2026-04-09T15:31:02,151,42757,1.9399999789893627,99,2.98,1.0
2026-04-09T15:31:02,152,43023,-3.5499999430030584,266,8.756,-1.0
2026-04-09T15:31:02,153,43114,1.8799999803304672,91,2.74,1.0
2026-04-09T15:31:02,154,43332,3.149999951943755,218,6.049,1.0
2026-04-09T15:31:02,155,43428,1.9299999792128801,96,2.754,1.0
2026-04-09T15:31:02,156,43490,1.5899999868124723,62,1.755,1.0
2026-04-09T15:31:02,157,43584,1.909999979659915,94,2.848,1.0
2026-04-09T15:31:02,158,43879,-1.2999999932944775,295,9.074,-1.0
2026-04-09T15:31:02,159,44034,2.5199999660253525,155,4.969,1.0
2026-04-09T15:31:02,160,44443,-4.979999911040068,409,13.352,-1.0
2026-04-09T15:31:02,161,44695,-3.109999952837825,252,6.89,-1.0
2026-04-09T15:31:02,162,44804,2.0599999763071537,109,3.247,1.0
2026-04-09T15:31:02,163,45051,-2.839999958872795,247,8.077,-1.0
2026-04-09T15:31:02,164,45489,5.309999903663993,438,14.877,1.0
2026-04-09T15:31:02,165,45741,-0.5500000100582838,252,8.553,-1.0
2026-04-09T15:31:02,166,45855,2.1099999751895666,114,3.081,1.0
2026-04-09T15:31:02,167,46233,-3.5499999430030584,378,12.309,-1.0
2026-04-09T15:31:02,168,46534,-2.599999964237213,301,10.178,-1.0
2026-04-09T15:31:02,169,47034,-4.109999919310212,500,16.789,-0.5
2026-04-09T15:31:02,170,47372,-2.2299999725073576,338,10.526,-1.0
2026-04-09T15:31:02,171,47642,1.0299999546259642,270,5.193,-1.0
2026-04-09T15:31:02,172,47915,-1.4599999897181988,273,5.48,-1.0
2026-04-09T15:31:02,173,48217,-0.9500000011175871,302,6.535,-1.0
2026-04-09T15:31:02,174,48503,-1.3899999912828207,286,6.909,-1.0
2026-04-09T15:31:02,175,48717,-0.010000022128224373,214,6.254,-1.0
